name,primalbound,cvx_bonmin.obj,cvx_bonmin.load_time,cvx_bonmin.calc_time,cvx_bonmin.solver_time,cvx_bonmin.python_time,cvx_bonmin.iter_nr,cvx_sbmiqp.obj,cvx_sbmiqp.dual_obj,cvx_sbmiqp.load_time,cvx_sbmiqp.calc_time,cvx_sbmiqp.solver_time,cvx_sbmiqp.python_time,cvx_sbmiqp.iter_nr,cvx_sbmiqp.NLP_runs,cvx_sbmiqp.FNLP_runs,cvx_sbmiqp.MIQP_runs,cvx_sbmiqp.MILP_runs,cvx_sbmiqp_ee.obj,cvx_sbmiqp_ee.dual_obj,cvx_sbmiqp_ee.load_time,cvx_sbmiqp_ee.calc_time,cvx_sbmiqp_ee.solver_time,cvx_sbmiqp_ee.python_time,cvx_sbmiqp_ee.iter_nr,cvx_sbmiqp_ee.NLP_runs,cvx_sbmiqp_ee.FNLP_runs,cvx_sbmiqp_ee.MIQP_runs,cvx_sbmiqp_ee.MILP_runs,cvx_shot.obj,cvx_shot.dual_obj,cvx_shot.calc_time,cvx_shot.NLP_runs,cvx_shot.MIP_runs,cvx_shot.relaxed_MIP_runs,cvx_gurobi.obj,cvx_gurobi.dual_obj,cvx_gurobi.calc_time,cvx_scip.obj,cvx_scip.dual_obj,cvx_scip.calc_time
batch,285506.5082,285506.5082441529,0,0.28131867572665215,0.24392900000000167,0,0,285506.50498104404,285506.50498104404,1.0170042514801025e-06,0.09245823789387941,0.06683074124157429,0.025627496652305126,2,5,0,2,1,285506.50498104404,286459.2951516155,7.213093340396881e-07,0.07190400687977672,0.053341963328421116,0.0185620435513556,2,5,0,2,0,285506.91057224385,285506.46608572738,0.110934329,3,0000,390,285506.50824409,285439.2334564008,0.06827,285506.5082439559,282735.915155506,0.388102
batch0812,2687026.784,2687026.7842479367,0,1.3968832744285464,0.5581770000000116,0,0,2944490.714678177,2944490.714678177,0.1725916499271989,0.2987196738831699,0.19414555467665195,0.10457411920651793,3,5,1,3,2,2998471.3570976234,2998471.3570976234,0.17278712801635265,0.14334243535995483,0.12136866617947817,0.021973769180476665,2,3,1,2,0,2705842.8525372744,2687024.720533364,0.31709796199999996,8,0010,280,2702301.4715899015,2678869.934685793,0.04828,2687026.7844078485,2660956.101105834,0.234793
batchdes,167427.6571,167427.65711474538,0,0.07231346424669027,0.06137699999999996,0,0,167427.65337972456,167427.65337972456,0.026170119177550077,0.02741022501140833,0.014444100670516491,0.012966124340891838,2,3,0,2,1,167427.65337972456,167427.65337972456,0.02473583398386836,0.029715979937464,0.01673046685755253,0.01298551307991147,2,3,0,2,0,167427.73779460439,167424.82743779561,0.047965545,2,0000,90,167427.6571147706,167358.1632579224,0.012643999999999999,167427.6563284942,167427.6567828456,0.023957
clay0203hfsg,41573.26252,41573.26252221283,0,5.881175769492984,1.509586999999963,0,0,41573.26250375058,41176.74005652359,0.09631488472223282,1.4490870642475784,0.9645442059263587,0.4845428583212197,6,19,13,3,3,41573.26250375058,41573.25925979836,0.10024331929162145,0.6425005230121315,0.4909969540312886,0.15150356898084283,3,9,7,3,0,41573.072310041483,41573.072310041483,0.274896144,3,0010,30,41573.262522401696,41459.57183353081,0.7100660000000001,41573.262522035075,41573.26252203507,1.054407
clay0204hfsg,6545.0,6545.000000000707,0,20.93626103643328,6.393969999998204,0,0,6544.999962872584,6544.964975001819,0.2595738656818867,8.549020403064787,8.133779529016465,0.41524087404832244,3,11,5,3,1,6604.99996345,6544.982710190967,0.25821475964039564,6.48602718161419,6.360914560500532,0.12511262111365795,2,6,4,2,0,6544.9998820007277,6544.9998820007277,1.003186833,4,0010,30,6545,6545,0.916478,6545,6545,3.668378
clay0205hfsg,8092.5,8092.500000000955,0,302.9323520520702,98.05686099988861,0,0,8092.499956870352,8084.9917075000085,0.6288005788810551,124.80930791189894,123.22799078980461,1.5813171220943332,5,15,4,4,1,8600.9349061685,8600.9349061685,0.6241293353959918,38.380383760202676,37.370949558448046,1.0094342017546296,4,8,4,4,0,8092.499859901237,8092.499859901237,3.778141318,3,0010,30,8092.499998921639,8011.80237137899,12.887191,8092.5,8012.500000000001,21.546509
clay0303hfsg,26669.10957,26669.109572486403,0,7.253073371946812,1.9490380000001508,0,0,26669.109551317826,26669.10549174709,0.12455204082652926,4.2735541220754385,2.6577284643426538,1.6158256577327847,9,35,26,7,3,47287.561323850285,47287.55903894323,0.131615636870265,2.2568279649131,1.574419226963073,0.682408737950027,6,24,22,6,0,26669.092175553928,26669.092175553928,0.979395187,5,0010,120,26669.109572740843,26458.10032464017,0.6625510000000001,26669.109572280402,26669.1095722804,2.6230990000000003
clay0304hfsg,40262.38753,40262.38753060858,0,97.51774627715349,28.290127999980584,0,0,40262.38749701294,40262.367038031516,0.31459630699828267,15.691325108055025,9.205426948610693,6.485898159444332,11,43,30,9,5,64167.74654635093,64167.74132262877,0.31653775507584214,6.429881114978343,4.994153860025108,1.4357272549532354,6,23,21,6,0,40262.387440997947,40262.387440997947,4.831015237,10,0010,80,40262.3875307319,39879.81304499139,8.678494,40262.38753020098,40262.38753020098,8.365646
clay0305hfsg,8092.5,8320.0000000009,0,302.7536187181249,101.98047099996293,0,0,8092.4999566980505,8092.435439999993,0.7405579471960664,157.92395825590938,156.4482514746487,1.4757067812606692,4,14,6,3,3,8218.940348425174,8218.940348425174,0.7239885572344065,80.07783375121653,79.92244570469484,0.15538804652169347,2,6,1,2,0,8092.4998599011451,8092.4998599011451,6.820155356,8,0010,140,8092.5,8012.688940202791,12.86982,8092.499966935132,8092.499966935132,27.649364
cvxnonsep_normcon20,-21.74914736,-21.749147363703806,0,0.032731592655181885,0.038281,0,0,-21.7491473846331,-21.82222547389317,0.02202482195571065,0.021173305809497833,0.009257749188691378,0.011915556620806456,2,2,0,2,1,-21.7491473846331,-21.206724671589807,0.01978222606703639,0.01691134413704276,0.007660296279937029,0.009251047857105732,2,2,0,2,0,-21.719247990639417,-21.750459154164165,0.021526086,0,0000,00,-21.731620894918212,-21.76306471678597,0.013292,-21.749147364359114,-21.74924416566666,0.038187
cvxnonsep_normcon30,-34.24396574,-34.24396574092516,0,0.05248631536960602,0.09704499999999999,0,0,-34.2275120670215,-34.428749859066556,0.01800536597147584,0.02387175615876913,0.010469705797731876,0.013402050361037254,2,2,0,2,1,-34.2275120670215,-32.94921254089779,0.01735023595392704,0.01926147611811757,0.008607789408415556,0.010653686709702015,2,2,0,2,0,-34.243965742743029,-34.243968726399672,0.028475537,1,0000,00,-34.23926411367677,-34.24642479015976,0.014382,-34.23043478999999,-34.26189063375,0.017483000000000002
cvxnonsep_normcon40,-32.62966972,-32.629669716769314,0,0.07080560084432364,0.16576300000000005,0,0,-32.6296697474825,-32.88554272835089,0.02544644894078374,0.029068404342979193,0.012921835295855999,0.016146569047123194,2,2,0,2,1,-32.6296697474825,-31.163218758702257,0.024612634908407927,0.023878605104982853,0.010746900457888842,0.013131704647094011,2,2,0,2,0,-32.629669718429504,-32.629672354984017,0.033069458,1,0000,00,-32.62966848824743,-32.63323863687672,0.015177,-32.629655769396265,-32.62966975433859,0.04937599999999996
cvxnonsep_nsig20,80.94929546,80.94929545987223,0,0.04136878065764904,0.04750599999999999,0,0,80.9492946574176,80.81583433225808,0.014421411789953709,0.020912656094878912,0.008981837425380945,0.011930818669497967,2,2,0,2,1,80.9492946574176,81.0242087541372,0.01371229998767376,0.016649141907691956,0.007349610794335604,0.009299531113356352,2,2,0,2,0,80.999857231192038,80.340555408788731,0.085984744,4,0010,30,81.5817021116515,80.76929550587813,0.036597000000000005,80.9651940805831,80.17169218132975,38.982749999999996
cvxnonsep_nsig20r,80.94929546,80.9492954596234,0,0.04646598547697067,0.04117,0,0,81.49159484565594,80.81581789826072,0.01737482100725174,0.1349796592257917,0.04639320494607091,0.08858645427972078,5,11,1,5,0,92.54757175177032,97.27747523667496,0.016590955201536417,0.024253313895314932,0.011389863211661577,0.012863450683653355,2,2,0,2,0,80.989026230704965,80.711851496786849,0.174943293,4,0010,30,81.27573104790591,80.68998022595089,0.028103,81.0814978336423,80.94899210294963,0.061873
cvxnonsep_nsig30,130.6287126,130.62871264096864,0,0.05923274718225002,0.10607000000000001,0,0,130.65033700034454,130.47997176012416,0.01857025409117341,0.025565763004124165,0.011922060512006283,0.013643702492117882,2,2,0,2,1,130.65033700034454,135.61666973861585,0.01764042302966118,0.020764224231243134,0.010041006840765476,0.010723217390477657,2,2,0,2,0,130.960522840875,130.30354926105841,0.063447467,2,0000,30,130.73847192950646,129.4357201495071,0.037924,131.3243854397202,110.1217857903046,301.154833
cvxnonsep_nsig30r,156.4266874,156.42667285391616,0,0.07904196437448263,0.08656400000000017,0,0,157.24837347429536,156.2343211644331,0.02478347299620509,0.16539926920086145,0.06307643977925181,0.10232282942160964,5,7,1,5,0,160.91797524260534,166.4432702819827,0.023457686882466078,0.08302145404741168,0.0484887957572937,0.03453265829011798,3,5,1,3,0,156.89468005713294,155.99462477591624,0.129920212,3,0000,30,156.78668563904648,155.3959024049933,0.04248,157.01569379227624,156.4216247519655,0.082015
cvxnonsep_nsig40,133.9613305,133.96133047158767,0,0.07919127494096756,0.19080800000000006,0,0,133.96132894832803,133.74494901551313,0.02614636579528451,0.029450569301843643,0.013291386421769857,0.016159182880073786,2,2,0,2,1,133.96132894832803,137.25391603076676,0.02497047185897827,0.024559760000556707,0.01152590336278081,0.013033856637775898,2,2,0,2,0,134.32617080834663,134.32617080834663,0.073859026,2,0010,50,134.44675364149853,133.1074405799876,0.053203,137.6722249201577,107.4435506803869,301.61655
cvxnonsep_nsig40r,133.9613305,133.9613304719259,0,0.08142508938908577,0.09649899999999993,0,0,134.61160703345774,133.74488859965595,0.03395099379122257,0.2591075310483575,0.08976003294810653,0.16934749810025096,4,10,1,4,0,134.61160703345774,135.62339756214482,0.03291395492851734,0.2569951699115336,0.08876800118014216,0.16822716873139143,4,10,1,4,0,134.42248012388035,133.49480175494057,0.123382733,2,0000,50,134.48133896286527,133.164401089979,0.046742,135.27978182853946,133.9610287691967,0.06272000000000003
cvxnonsep_pcon20,-21.5123012,-21.500522852152997,0,0.038420652970671654,0.048122,0,0,-21.469437905707228,-21.629610239291956,0.015619682613760233,0.024982809089124203,0.011549219023436308,0.013433590065687895,2,2,0,2,1,-21.469437905707228,-20.021821435743995,0.014536789152771235,0.018562254030257463,0.009445795789361,0.009116458240896463,2,2,0,2,0,-21.50052287035874,-21.710512997110659,0.040714526,1,0000,120,-21.512301213072213,-21.72727260854014,115.762629,-21.492947436554825,-21.49294743655483,0.042355
cvxnonsep_pcon20r,-21.5123012,-21.50052285200933,0,0.03578981477767229,0.041863,0,0,-21.46943786371748,-21.62961019921222,0.025932372082024813,0.022413066122680902,0.008701999206095934,0.013711066916584969,2,2,0,2,0,-21.46943786371748,-21.4348205714153,0.02158440137282014,0.021211702842265368,0.008333491161465645,0.012878211680799723,2,2,0,2,0,-21.433368728362172,-21.520699950873642,0.073014204,2,0000,140,-21.430580425748875,-21.63845628268142,0.028019,-21.29713726111562,-21.49482207893577,0.015681999999999998
enpro48pb,187277.2594,187277.25942219957,0,5.1830393970012665,2.541075000000003,0,0,187277.25576018236,187276.88840525987,0.2362434039823711,0.9828008557669818,0.5433395779691637,0.4394612777978182,4,12,0,4,3,201345.66285889235,204866.10480184783,0.2389053050428629,0.2283259490504861,0.11186355305835605,0.11646239599213004,2,3,0,2,0,187277.25616536423,186376.46609932542,0.164159481,2,0010,120,187277.2594222011,185668.9682365131,0.24979099999999999,187277.25719341173,187092.1518504411,2.038722
enpro56pb,263428.301,263428.30097276496,0,7.723541612736881,3.4058730000000703,0,0,263590.2148778148,263425.2509747011,0.17840318009257317,0.8763464707881212,0.5377976270392537,0.3385488437488675,4,8,1,4,2,385640.8710663457,423421.35707597993,0.18282243283465505,0.2976377522572875,0.17011296562850475,0.12752478662878275,3,3,1,3,0,263428.2956682251,263427.91588394274,0.398923545,7,0010,150,263428.3009726979,260839.8465143262,0.33037099999999997,263428.2990215177,263428.2990215819,3.273621
ex1223,4.579582402,4.579582402486655,0,0.05165221355855465,0.041718000000000005,0,0,4.579582373600571,4.579572227171747,0.018534664064645767,0.08050225907936692,0.029313599690794945,0.05118865938857198,5,11,0,3,3,5.579582371286729,5.564873814428035,0.019283033907413483,0.016455876175314188,0.0070412554778158665,0.009414620697498322,2,2,0,2,0,4.5795824024367082,4.5795824024367082,0.014877412,0,0000,20,4.579582402436707,4.53417292810631,0.011578999999999999,4.579582402433536,4.576289805208791,0.025511000000000002
ex1223b,4.579582402,4.5795824024866585,0,0.04498013202100992,0.030333999999999972,0,0,4.57958237379399,4.57958237379399,0.010095966048538685,0.09368898626416922,0.030990002676844597,0.06269898358732462,6,12,0,2,5,4.57958237379399,5.972281819434446,0.010164837818592787,0.018395836930721998,0.007975234184414148,0.01042060274630785,2,3,0,2,0,4.579635269139426,4.5793982997816745,0.01396059,0,0000,20,4.579582402436707,4.53417292810631,0.011551,4.579582402433536,4.579579810008479,0.024678
fac1,160912612.4,160912612.35017818,0,0.02561672404408455,0.024391000000000003,0,0,160912612.2935292,160912612.2935292,0.013558635022491217,1.3439091043546796,1.331333966460079,0.01257513789460063,2,3,1,2,1,160912612.2935292,160912612.2935292,0.013417674228549004,1.2907907688058913,1.2807981530204415,0.009992615785449743,2,3,1,2,0,160912612.350169,160905031.08390373,0.04148756000000001,1,0000,240,160912612.350169,160910848.960797,0.014695,160912612.350169,160912612.350169,0.017181000000000002
fac2,331837498.2,331837498.1767665,0,0.4962905431166291,0.27027100000000637,0,0,331837497.8380618,329739765.28796196,0.029133389703929424,0.044132377952337265,0.029266840312629938,0.014865537639707327,2,2,0,2,1,331837497.8380618,331837497.8380618,0.036442053969949484,0.038869259878993034,0.02700626291334629,0.011862996965646744,2,2,0,2,0,331837498.17677003,331837498.17676985,0.07942441900000001,1,0010,210,331837498.17677003,331290765.1918598,0.017477,FAILED,failure,0.053916
flay02h,37.94733192,37.9473319221309,0,0.07799425441771746,0.08127700000000002,0,0,37.94733186289341,37.94733188293823,0.027043031994253397,0.07442357111722231,0.037489908281713724,0.036933662835508585,3,5,0,2,1,37.94733186289341,37.94733188293823,0.026911312714219093,0.07735613780096173,0.03717459784820676,0.040181539952754974,3,5,0,3,0,37.947317409314628,37.947317409314628,0.06430427600000001,3,0010,60,37.94733190344412,37.83971073281111,0.047164000000000005,37.94733186806055,37.64147895712882,0.506153
flay02m,37.94733192,37.947331922051006,0,0.03858498949557543,0.021791999999999992,0,0,37.947331824571066,37.94732792388921,0.011879694182425737,0.03506576968356967,0.018430077005177736,0.016635692678391933,3,4,0,2,1,37.947331824571066,37.947331824571044,0.012965789996087551,0.03693480510264635,0.018652732949703932,0.01828207215294242,3,4,0,3,0,37.947304294012142,37.947304294012142,0.050234464,3,0010,60,37.947331924020546,37.8964922012244,0.032518,37.94733186805689,37.83671291007249,0.280993
flay03h,48.98979486,48.98979485582156,0,1.2379832984879613,0.322084999999993,0,0,48.98979483505556,48.82645421232829,0.09817035496234894,1.3783191847614944,0.7813416202552617,0.5969775645062327,7,24,0,2,5,48.98979484345625,48.98979487314283,0.10016901604831219,0.4152951999567449,0.26112486189231277,0.15417033806443214,3,9,0,3,0,48.989662935929339,48.989662935929339,0.26374773,8,0020,130,48.98979483809762,48.7053859289673,0.455823,48.98979472387356,48.51339414360476,2.193874
flay03m,48.98979486,48.989794855791104,0,0.3108193213120103,0.09014100000000154,0,0,48.98979474823483,48.82644548785274,0.020778182428330183,0.3595457230694592,0.22282511508092284,0.13672060798853636,7,24,0,2,5,48.98979473356556,48.98979474823483,0.01791621884331107,0.09617057489231229,0.0654336647130549,0.030736910179257393,3,8,0,3,0,48.989777079530882,48.989777079530882,0.232063929,8,0090,130,48.98979485866356,48.52581959218385,0.24889499999999998,48.989794783719915,48.63476791430943,0.6587540000000001
flay04h,54.40588204,54.4058820351743,0,45.07800706382841,14.075948999990715,0,0,54.405882040370976,54.07340864163747,0.33622484281659126,11.30128283938393,8.887282860465348,2.413999978918582,8,30,0,3,6,54.41666667692447,54.41666669964576,0.33175111981108785,3.9252786999568343,3.506297050975263,0.4189816489815712,3,10,0,3,0,54.405861658716383,54.405861658716383,1.33721703,15,0010,50,54.405882035051704,53.93274528404978,2.494452,54.405881889909224,53.87143757547221,12.182438999999999
flay04m,54.40588203,54.4058820351097,0,7.298294892534614,1.3225830000003054,0,0,54.40588191689521,53.958489867370204,0.039588917046785355,2.529485479928553,2.1777783022262156,0.3517071777023375,8,34,0,2,6,54.40588189678637,54.40588191425124,0.029791643377393484,0.8151633450761437,0.7566885272972286,0.05847481777891517,3,11,0,3,0,54.405858510937541,54.405858510937541,0.701405864,19,0020,120,54.405882023837464,53.87849781571474,2.324201,54.40588192705844,53.8749488470497,5.711514
flay05h,64.49806199,64.49806198673096,0,303.8319601668045,102.91121499992845,0,0,64.49806200887178,63.940366756001524,0.8840983593836427,301.41415900783613,291.8305989499204,9.583560057915747,11,45,0,2,9,64.49806203280008,64.49806211483586,0.8699164669960737,56.082102628890425,55.39220209326595,0.6899005356244743,3,10,0,3,0,64.49782653292003,64.49782653292003,93.375559827,88,0010,70,64.49805850948184,63.85617616590805,217.12092199999998,64.4980617528373,44.7767739515591,300.828719
flay05m,64.49806199,64.49806198661507,0,307.0376608222723,67.1560829997847,0,0,64.4980618554824,63.940564629725365,0.06400100234895945,61.54146958189085,60.274485021829605,1.2669845600612462,11,51,0,2,9,64.49806181206014,64.49806185899081,0.04957434069365263,1.7890415443107486,1.695067884400487,0.09397365991026163,3,11,0,3,0,64.498061758129978,61.596102792281208,299.999909774,20,101050,160,64.49803442768595,63.85351624082418,124.238079,64.49806185985608,63.86035487869933,239.784158
flay06h,66.93280212,66.93280212296862,0,302.91506929229945,95.05070999987986,0,0,66.93280221466435,65.15990673956081,2.1035616351291537,301.95402587065473,294.07009025570005,7.88393561495468,7,29,0,2,5,66.93280218800965,66.93280226737888,2.059725340921432,82.08991608768702,80.88698155572638,1.2029345319606364,3,11,0,3,0,66.932801042600545,64.144241404872048,299.999436409,7,1020,140,66.93279593088144,59.06640522596405,300.18429899999995,66.93280188285748,36.55119097668393,300.508115
flay06m,66.93280212,66.93280212297259,0,306.1523004276678,62.66995899965592,0,0,66.93280199093869,65.19060435394492,0.09299525106325746,300.3159369430505,299.06925155222416,1.2466853908263147,8,36,0,2,6,66.93280196168895,66.932801979326,0.08602087199687958,62.8598014311865,62.642813379410654,0.2169880517758429,3,11,0,3,0,66.932801899240872,64.17923029254311,299.999872485,19,1060,140,66.93279783218776,60.04330635227709,300.280851,66.93280196180706,42.26837832244092,301.336002
fo7,20.72982507,34.778091737680015,0,303.593634323217,95.75846400007765,0,0,20.72982471767988,20.729581401731448,0.1630289126187563,97.79366494808346,96.56673141662031,1.2269335314631462,6,26,18,3,3,20.72982474145599,20.727309019989608,0.15958972088992596,65.8005694723688,65.48155162855983,0.3190178438089788,3,11,9,3,0,20.729814312203661,20.729814312203661,19.505519859,4,0010,50,20.729825348127854,20.52440407833447,81.22527,20.729824734477404,20.5655230926195,67.013565
fo7_2,17.74934573,36.28433228889465,0,303.6747903348878,95.60063700002672,0,0,17.749345432133822,17.74895831358804,0.15652676532045007,98.0989063740708,96.42804811522365,1.6708582588471472,7,28,19,2,5,17.749345432133822,17.748956185996644,0.16041355999186635,60.9196478840895,60.78230264689773,0.1373452371917665,2,6,4,2,0,17.749258882483975,17.749258882483975,11.568654076000001,5,0010,70,17.749346058699693,17.57308684630969,27.344687,17.749345415106433,17.74934541510643,51.27496
fo7_ar25_1,23.0935676,-inf,FAILED,"Objective value wrong, with error 1e+50
Lbx > x* for indices:
[[ 0  0]
 [ 1  0]
 [ 2  0]
 [ 3  0]
 [ 4  0]
 [ 5  0]
 [ 6  0]
 [ 7  0]
 [ 8  0]
 [ 9  0]
 [10  0]
 [11  0]
 [12  0]
 [13  0]]
Ubg < g(x*,p) - tol:
[       inf        inf        inf        inf        inf        inf
        inf        inf        inf        inf        inf        inf
        inf        inf 1.99999999 1.99999999 1.99999999 1.99999999
 1.99999999 1.99999999 1.99999999 1.99999999 1.99999999 1.99999999
 1.99999999 1.99999999 1.99999999 1.99999999]
for indices:
(array([ 0,  1,  2,  3,  4,  5,  6,  7,  8,  9, 10, 11, 12, 13, 59, 60, 61,
       62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72]),)",NAN,NAN,NAN,23.09356731010353,22.886971104942553,0.19070064462721348,89.05186890717596,87.880874061957,1.1709948452189565,4,16,9,4,2,24.957575185182357,24.95757518763806,0.19938643416389823,66.99578800192103,66.60452614119276,0.39126186072826385,3,11,8,3,0,23.09356719166291,22.863334839615423,22.850342783000002,7,0000,100,23.093567597138676,22.86442284227683,8.984945,23.093567234745795,23.09356723474579,37.813415
fo7_ar2_1,24.83984707,-inf,FAILED,"Error in Function::call for 'minlp' [BonminInterface] at .../casadi/core/function.cpp:1432:
Error in Function::call for 'minlp' [BonminInterface] at .../casadi/core/function.cpp:361:
.../casadi/interfaces/bonmin/bonmin_interface.cpp:477: Uncaught error in Bonmin",NAN,NAN,NAN,24.850423261967137,24.82647451112868,0.19152693962678313,87.20802440820262,86.50616278126836,0.7018616269342601,3,11,1,3,2,24.9575751958442,24.957575204549308,0.19722513295710087,60.27362759690732,60.11346722347662,0.1601603734306991,2,6,0,2,0,24.839844332131552,24.839844332131552,40.0338943,5,0010,20,24.839847082878478,24.60114606186892,12.123173,24.839846413795343,24.83984641379534,23.128239
fo7_ar3_1,22.51747101,-inf,FAILED,"Objective value wrong, with error 1e+50
Lbx > x* for indices:
[[ 0  0]
 [ 1  0]
 [ 2  0]
 [ 3  0]
 [ 4  0]
 [ 5  0]
 [ 6  0]
 [ 7  0]
 [ 8  0]
 [ 9  0]
 [10  0]
 [11  0]
 [12  0]
 [13  0]]
Ubg < g(x*,p) - tol:
[       inf        inf        inf        inf        inf        inf
        inf        inf        inf        inf        inf        inf
        inf        inf 1.99999999 1.99999999 1.99999999 1.99999999
 1.99999999 1.99999999 1.99999999 1.99999999 1.99999999 1.99999999
 1.99999999 1.99999999 1.99999999 1.99999999]
for indices:
(array([ 0,  1,  2,  3,  4,  5,  6,  7,  8,  9, 10, 11, 12, 13, 59, 60, 61,
       62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72]),)",NAN,NAN,NAN,22.517470532691014,22.3400373147454,0.19063921086490154,92.5025358600542,91.49670247919858,1.00583338085562,4,15,1,3,3,22.833306732973277,22.833306717461536,0.19715758599340916,60.27230555610731,60.11165514588356,0.16065041022375226,2,6,0,2,0,22.517454775285916,22.517454775285916,24.493246135000003,4,0010,100,22.517471405305503,22.29449023722075,26.115816,22.51747045490165,22.51747045490165,48.505729
fo7_ar4_1,20.72982507,-inf,FAILED,"Objective value wrong, with error 1e+50
Lbx > x* for indices:
[[ 0  0]
 [ 1  0]
 [ 2  0]
 [ 3  0]
 [ 4  0]
 [ 5  0]
 [ 6  0]
 [ 7  0]
 [ 8  0]
 [ 9  0]
 [10  0]
 [11  0]
 [12  0]
 [13  0]]
Ubg < g(x*,p) - tol:
[       inf        inf        inf        inf        inf        inf
        inf        inf        inf        inf        inf        inf
        inf        inf 1.99999999 1.99999999 1.99999999 1.99999999
 1.99999999 1.99999999 1.99999999 1.99999999 1.99999999 1.99999999
 1.99999999 1.99999999 1.99999999 1.99999999]
for indices:
(array([ 0,  1,  2,  3,  4,  5,  6,  7,  8,  9, 10, 11, 12, 13, 59, 60, 61,
       62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72]),)",NAN,NAN,NAN,20.729824692613043,20.637771928904783,0.1914454409852624,93.17007284611464,91.92020556423813,1.2498672818765044,5,21,12,3,3,20.729824692613043,20.729824692613043,0.2023533210158348,67.46841494366527,67.07919963775203,0.3892153059132397,3,11,6,3,0,20.729821810873684,20.729821810873684,48.393667491,11,0010,40,20.72982544832753,20.52275705468453,48.808657,20.7298246951989,20.54260223996788,31.826664
fo7_ar5_1,17.74932941,-inf,FAILED,"Objective value wrong, with error 1e+50
Lbx > x* for indices:
[[ 0  0]
 [ 1  0]
 [ 2  0]
 [ 3  0]
 [ 4  0]
 [ 5  0]
 [ 6  0]
 [ 7  0]
 [ 8  0]
 [ 9  0]
 [10  0]
 [11  0]
 [12  0]
 [13  0]]
Ubg < g(x*,p) - tol:
[       inf        inf        inf        inf        inf        inf
        inf        inf        inf        inf        inf        inf
        inf        inf 1.99999999 1.99999999 1.99999999 1.99999999
 1.99999999 1.99999999 1.99999999 1.99999999 1.99999999 1.99999999
 1.99999999 1.99999999 1.99999999 1.99999999]
for indices:
(array([ 0,  1,  2,  3,  4,  5,  6,  7,  8,  9, 10, 11, 12, 13, 59, 60, 61,
       62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72]),)",NAN,NAN,NAN,17.74932903205996,17.749329045518927,0.19384973403066397,121.93258723104373,119.42973647965118,2.5028507513925433,6,20,7,4,5,19.622865513521642,19.622865513521642,0.1993148592300713,60.391527547035366,60.23336145654321,0.15816609049215913,2,6,2,2,0,17.749327769478516,17.749327769478516,19.119790433,4,0010,110,17.749329413741453,17.58050434732172,12.481355,17.74932900709966,17.74932900709966,29.059352999999998
fo8,22.38189652,47.798855326571505,0,303.3999510779977,116.67025353599736,0,0,22.381896229856896,22.381885616702334,0.2516468670219183,186.6714006490074,185.32558876415715,1.3458118848502636,4,16,12,3,3,23.91005316042935,23.91005316042935,0.2575848433189094,61.60048156417906,61.40756838815287,0.1929131760261953,2,6,3,2,0,22.381893669451163,22.381893669451163,116.39667083699999,9,0010,60,23.91005347746684,20.68815454739367,300.036015,22.381896240902456,22.38189624090245,188.712449
fo8_ar25_1,28.0451814,-inf,FAILED,"Objective value wrong, with error 1e+50
Lbx > x* for indices:
[[ 0  0]
 [ 1  0]
 [ 2  0]
 [ 3  0]
 [ 4  0]
 [ 5  0]
 [ 6  0]
 [ 7  0]
 [ 8  0]
 [ 9  0]
 [10  0]
 [11  0]
 [12  0]
 [13  0]
 [14  0]
 [15  0]]
Ubg < g(x*,p) - tol:
[       inf        inf        inf        inf        inf        inf
        inf        inf        inf        inf        inf        inf
        inf        inf        inf        inf 1.99999999 1.99999999
 1.99999999 1.99999999 1.99999999 1.99999999 1.99999999 1.99999999
 1.99999999 1.99999999 1.99999999 1.99999999 1.99999999 1.99999999
 1.99999999 1.99999999]
for indices:
(array([ 0,  1,  2,  3,  4,  5,  6,  7,  8,  9, 10, 11, 12, 13, 14, 15, 75,
       76, 77, 78, 79, 80, 81, 82, 83, 84, 85, 86, 87, 88, 89, 90]),)",NAN,NAN,NAN,28.045181228113254,28.00770939599973,0.3157374747097492,166.0284119369462,163.32607053546235,2.7023414014838636,5,17,8,4,3,57.43960122083227,63.88450276394097,0.31968984100967646,4.584929384756833,4.359807710163295,0.22512167459353805,2,2,0,2,0,28.045180832528047,28.045180832528047,220.73555299999998,19,0010,100,28.045181865108844,27.76503846878996,287.989728,28.04518110552743,28.02978717138635,143.693943
